VBELN,POSNR,MATNR,MATKL,WERKS,KWMENG,NETPR,NETWR,ERDAT,LGORT
OR00001587,000010,MAT000038,PACK,P001,8,147.26,1178.08,2023-08-09,L003
OR00001587,000020,MAT000030,CONS,P001,115,167.95,19314.25,2023-08-09,L001
OR00001587,000030,MAT000001,PACK,P001,121,75.64,9152.44,2023-08-09,L004
OR00001588,000010,MAT000023,CHEM,P005,2,13.99,27.98,2022-12-21,L004
OR00001589,000010,MAT000008,PACK,P005,45,189.38,8522.1,2023-01-11,L002
OR00001589,000020,MAT000022,ELEC,P005,154,332.03,51132.62,2023-01-11,L001
OR00001590,000010,MAT000016,CONS,P005,156,351.22,54790.32,2023-08-28,L003
OR00001590,000020,MAT000023,CHEM,P005,153,91.31,13970.43,2023-08-28,L003
OR00001590,000030,MAT000018,CHEM,P005,220,103.25,22715.0,2023-08-28,L003
OR00001591,000010,MAT000033,CHEM,P001,116,273.93,31775.88,2023-08-06,L002
OR00001591,000020,MAT000028,PACK,P001,84,45.82,3848.88,2023-08-06,L004
OR00001591,000030,MAT000012,CONS,P001,71,14.25,1011.75,2023-08-06,L002
OR00001592,000010,MAT000008,PACK,P003,126,69.97,8816.22,2024-10-05,L002
OR00001592,000020,MAT000035,MECH,P003,157,167.6,26313.2,2024-10-05,L003
OR00001592,000030,MAT000028,PACK,P003,259,300.15,77738.85,2024-10-05,L002
OR00001592,000040,MAT000005,ELEC,P003,15,397.76,5966.4,2024-10-05,L004
OR00001593,000010,MAT000013,CONS,P003,137,399.75,54765.75,2022-02-10,L002
OR00001594,000010,MAT000021,ELEC,P003,112,287.14,32159.68,2021-12-31,L003
OR00001594,000020,MAT000007,MECH,P003,195,456.22,88962.9,2021-12-31,L001
OR00001594,000030,MAT000006,MECH,P003,229,177.57,40663.53,2021-12-31,L002
OR00001595,000010,MAT000004,PACK,P001,68,341.98,23254.64,2023-09-03,L001
OR00001595,000020,MAT000001,PACK,P001,36,319.63,11506.68,2023-09-03,L002
OR00001595,000030,MAT000033,CHEM,P001,2,460.74,921.48,2023-09-03,L003
OR00001595,000040,MAT000013,CONS,P001,116,371.53,43097.48,2023-09-03,L002
OR00001596,000010,MAT000007,MECH,P005,50,340.0,17000.0,2023-05-11,L003
OR00001596,000020,MAT000022,ELEC,P005,38,368.27,13994.26,2023-05-11,L004
OR00001596,000030,MAT000026,CHEM,P005,140,275.32,38544.8,2023-05-11,L003
OR00001596,000040,MAT000004,PACK,P005,177,289.81,51296.37,2023-05-11,L004
OR00001597,000010,MAT000016,CONS,P001,163,307.8,50171.4,2022-08-16,L003
OR00001597,000020,MAT000032,PACK,P001,65,343.58,22332.7,2022-08-16,L003
OR00001597,000030,MAT000038,PACK,P001,72,425.75,30654.0,2022-08-16,L001
OR00001597,000040,MAT000019,CHEM,P001,111,453.29,50315.19,2022-08-16,L002
OR00001598,000010,MAT000020,ELEC,P002,152,59.02,8971.04,2021-11-15,L004
OR00001598,000020,MAT000029,CHEM,P002,13,368.14,4785.82,2021-11-15,L002
OR00001599,000010,MAT000037,CHEM,P005,236,288.29,68036.44,2021-11-27,L004
OR00001599,000020,MAT000004,PACK,P005,131,160.54,21030.74,2021-11-27,L002
OR00001599,000030,MAT000030,CONS,P005,241,211.24,50908.84,2021-11-27,L001
OR00001600,000010,MAT000032,PACK,P004,157,498.06,78195.42,2024-03-05,L001
OR00001601,000010,MAT000002,CONS,P004,132,197.01,26005.32,2022-05-11,L002
OR00001601,000020,MAT000001,PACK,P004,34,359.17,12211.78,2022-05-11,L003
OR00001601,000030,MAT000032,PACK,P004,58,452.57,26249.06,2022-05-11,L004
OR00001602,000010,MAT000012,CONS,P005,67,499.84,33489.28,2022-10-06,L002
OR00001603,000010,MAT000008,PACK,P003,75,299.15,22436.25,2022-06-23,L001
OR00001603,000020,MAT000019,CHEM,P003,31,68.34,2118.54,2022-06-23,L003
OR00001603,000030,MAT000040,CHEM,P003,92,149.55,13758.6,2022-06-23,L003
OR00001604,000010,MAT000029,CHEM,P005,11,61.21,673.31,2022-11-05,L003
OR00001604,000020,MAT000003,MECH,P005,23,487.32,11208.36,2022-11-05,L003
OR00001604,000030,MAT000010,PACK,P005,133,400.66,53287.78,2022-11-05,L004
OR00001605,000010,MAT000010,PACK,P002,184,379.13,69759.92,2021-10-25,L001
OR00001606,000010,MAT000011,CHEM,P003,147,329.83,48485.01,2023-03-26,L001
OR00001606,000020,MAT000010,PACK,P003,89,145.23,12925.47,2023-03-26,L003
OR00001607,000010,MAT000004,PACK,P001,83,217.21,18028.43,2021-10-22,L004
OR00001607,000020,MAT000009,ELEC,P001,178,271.77,48375.06,2021-10-22,L003
OR00001607,000030,MAT000027,PACK,P001,69,72.76,5020.44,2021-10-22,L004
OR00001608,000010,MAT000003,MECH,P005,273,125.88,34365.24,2023-11-14,L004
OR00001608,000020,MAT000002,CONS,P005,275,410.71,112945.25,2023-11-14,L002
OR00001608,000030,MAT000034,CONS,P005,176,283.59,49911.84,2023-11-14,L002
OR00001608,000040,MAT000012,CONS,P005,215,35.72,7679.8,2023-11-14,L004
OR00001609,000010,MAT000028,PACK,P003,145,233.8,33901.0,2022-07-01,L001
OR00001610,000010,MAT000017,PACK,P001,127,221.03,28070.81,2023-04-12,L004
OR00001610,000020,MAT000020,ELEC,P001,48,194.28,9325.44,2023-04-12,L001
OR00001611,000010,MAT000039,CHEM,P002,42,192.07,8066.94,2024-02-15,L002
OR00001612,000010,MAT000012,CONS,P001,9,449.37,4044.33,2023-07-04,L002
OR00001612,000020,MAT000027,PACK,P001,28,327.92,9181.76,2023-07-04,L004
OR00001613,000010,MAT000032,PACK,P002,49,467.1,22887.9,2023-04-06,L001
OR00001613,000020,MAT000035,MECH,P002,90,83.6,7524.0,2023-04-06,L001
OR00001613,000030,MAT000029,CHEM,P002,25,87.87,2196.75,2023-04-06,L001
OR00001614,000010,MAT000009,ELEC,P003,118,286.09,33758.62,2022-10-07,L001
OR00001614,000020,MAT000018,CHEM,P003,225,416.01,93602.25,2022-10-07,L003
OR00001614,000030,MAT000032,PACK,P003,136,315.68,42932.48,2022-10-07,L003
OR00001615,000010,MAT000031,MECH,P003,174,223.55,38897.7,2022-10-15,L003
OR00001615,000020,MAT000032,PACK,P003,138,236.71,32665.98,2022-10-15,L001
OR00001615,000030,MAT000036,CHEM,P003,130,452.92,58879.6,2022-10-15,L004
OR00001616,000010,MAT000033,CHEM,P005,83,40.24,3339.92,2023-07-19,L004
OR00001616,000020,MAT000010,PACK,P005,41,18.29,749.89,2023-07-19,L003
OR00001617,000010,MAT000025,CONS,P004,148,104.63,15485.24,2024-10-21,L004
OR00001617,000020,MAT000026,CHEM,P004,125,238.62,29827.5,2024-10-21,L003
OR00001617,000030,MAT000035,MECH,P004,188,235.77,44324.76,2024-10-21,L002
OR00001618,000010,MAT000024,ELEC,P002,18,396.94,7144.92,2023-07-13,L001
OR00001618,000020,MAT000018,CHEM,P002,115,488.67,56197.05,2023-07-13,L003
OR00001619,000010,MAT000001,PACK,P001,25,24.51,612.75,2023-04-25,L004
OR00001619,000020,MAT000033,CHEM,P001,140,474.78,66469.2,2023-04-25,L004
OR00001619,000030,MAT000026,CHEM,P001,60,116.91,7014.6,2023-04-25,L004
OR00001619,000040,MAT000032,PACK,P001,145,367.34,53264.3,2023-04-25,L004
OR00001620,000010,MAT000021,ELEC,P002,15,463.55,6953.25,2023-09-08,L001
OR00001621,000010,MAT000002,CONS,P004,78,177.27,13827.06,2023-02-11,L003
OR00001621,000020,MAT000012,CONS,P004,143,344.61,49279.23,2023-02-11,L002
OR00001621,000030,MAT000001,PACK,P004,194,91.93,17834.42,2023-02-11,L001
OR00001622,000010,MAT000018,CHEM,P002,208,299.53,62302.24,2021-10-05,L004
OR00001622,000020,MAT000030,CONS,P002,248,416.55,103304.4,2021-10-05,L002
OR00001622,000030,MAT000022,ELEC,P002,107,333.24,35656.68,2021-10-05,L003
OR00001622,000040,MAT000015,ELEC,P002,255,32.8,8364.0,2021-10-05,L001
OR00001623,000010,MAT000003,MECH,P003,43,469.03,20168.29,2023-04-29,L002
OR00001623,000020,MAT000024,ELEC,P003,127,399.13,50689.51,2023-04-29,L004
OR00001623,000030,MAT000006,MECH,P003,195,392.77,76590.15,2023-04-29,L004
OR00001624,000010,MAT000022,ELEC,P005,81,330.36,26759.16,2024-06-23,L003
OR00001624,000020,MAT000032,PACK,P005,92,363.18,33412.56,2024-06-23,L001
OR00001624,000030,MAT000006,MECH,P005,48,308.08,14787.84,2024-06-23,L001
OR00001625,000010,MAT000023,CHEM,P003,102,168.7,17207.4,2022-04-19,L004
OR00001626,000010,MAT000038,PACK,P002,210,455.97,95753.7,2023-08-04,L003
OR00001626,000020,MAT000007,MECH,P002,203,481.27,97697.81,2023-08-04,L003
OR00001626,000030,MAT000008,PACK,P002,113,449.05,50742.65,2023-08-04,L003
OR00001626,000040,MAT000006,MECH,P002,136,87.14,11851.04,2023-08-04,L002
OR00001627,000010,MAT000030,CONS,P005,200,327.16,65432.0,2022-05-22,L001
OR00001628,000010,MAT000040,CHEM,P002,2,169.28,338.56,2023-04-08,L002
OR00001628,000020,MAT000032,PACK,P002,149,442.76,65971.24,2023-04-08,L004
OR00001628,000030,MAT000009,ELEC,P002,161,360.54,58046.94,2023-04-08,L002
OR00001629,000010,MAT000029,CHEM,P003,2,294.02,588.04,2021-12-18,L004
OR00001629,000020,MAT000020,ELEC,P003,37,276.08,10214.96,2021-12-18,L003
OR00001629,000030,MAT000025,CONS,P003,242,398.23,96371.66,2021-12-18,L002
OR00001630,000010,MAT000035,MECH,P003,99,312.64,30951.36,2023-01-29,L002
OR00001630,000020,MAT000004,PACK,P003,106,471.66,49995.96,2023-01-29,L004
OR00001630,000030,MAT000018,CHEM,P003,185,261.64,48403.4,2023-01-29,L004
OR00001631,000010,MAT000022,ELEC,P005,179,483.41,86530.39,2023-10-02,L002
OR00001631,000020,MAT000033,CHEM,P005,80,459.44,36755.2,2023-10-02,L002
OR00001631,000030,MAT000017,PACK,P005,304,495.61,150665.44,2023-10-02,L002
OR00001632,000010,MAT000022,ELEC,P001,86,128.35,11038.1,2022-10-29,L001
OR00001632,000020,MAT000005,ELEC,P001,34,143.01,4862.34,2022-10-29,L003
OR00001632,000030,MAT000038,PACK,P001,105,124.99,13123.95,2022-10-29,L003
OR00001632,000040,MAT000014,PACK,P001,124,444.11,55069.64,2022-10-29,L003
OR00001633,000010,MAT000004,PACK,P005,6,170.97,1025.82,2023-07-15,L003
OR00001633,000020,MAT000030,CONS,P005,81,161.46,13078.26,2023-07-15,L002
OR00001634,000010,MAT000016,CONS,P004,187,92.25,17250.75,2023-11-09,L004
OR00001634,000020,MAT000004,PACK,P004,25,319.69,7992.25,2023-11-09,L002
OR00001634,000030,MAT000014,PACK,P004,93,436.74,40616.82,2023-11-09,L003
OR00001635,000010,MAT000035,MECH,P002,128,97.07,12424.96,2024-04-25,L004
OR00001635,000020,MAT000001,PACK,P002,153,28.51,4362.03,2024-04-25,L004
OR00001636,000010,MAT000033,CHEM,P001,42,166.42,6989.64,2022-07-02,L003
OR00001636,000020,MAT000026,CHEM,P001,15,19.22,288.3,2022-07-02,L002
OR00001636,000030,MAT000025,CONS,P001,55,469.38,25815.9,2022-07-02,L004
OR00001637,000010,MAT000012,CONS,P005,68,421.15,28638.2,2022-12-16,L003
OR00001637,000020,MAT000035,MECH,P005,185,167.53,30993.05,2022-12-16,L001
OR00001637,000030,MAT000033,CHEM,P005,73,114.01,8322.73,2022-12-16,L002
OR00001638,000010,MAT000011,CHEM,P005,61,472.6,28828.6,2022-03-18,L004
OR00001638,000020,MAT000002,CONS,P005,64,224.04,14338.56,2022-03-18,L004
OR00001639,000010,MAT000012,CONS,P004,187,192.47,35991.89,2024-10-11,L001
OR00001639,000020,MAT000031,MECH,P004,232,8.11,1881.52,2024-10-11,L004
OR00001639,000030,MAT000010,PACK,P004,164,416.43,68294.52,2024-10-11,L004
OR00001640,000010,MAT000018,CHEM,P001,213,478.2,101856.6,2024-04-25,L003
OR00001640,000020,MAT000023,CHEM,P001,110,445.9,49049.0,2024-04-25,L002
OR00001641,000010,MAT000017,PACK,P002,75,267.72,20079.0,2023-04-12,L004
OR00001642,000010,MAT000011,CHEM,P001,140,406.0,56840.0,2023-12-30,L001
OR00001642,000020,MAT000036,CHEM,P001,121,395.39,47842.19,2023-12-30,L001
OR00001643,000010,MAT000038,PACK,P003,125,150.12,18765.0,2023-03-28,L001
OR00001643,000020,MAT000029,CHEM,P003,106,281.17,29804.02,2023-03-28,L001
OR00001644,000010,MAT000015,ELEC,P005,76,152.02,11553.52,2023-06-13,L003
OR00001644,000020,MAT000034,CONS,P005,105,449.4,47187.0,2023-06-13,L004
OR00001644,000030,MAT000026,CHEM,P005,105,107.58,11295.9,2023-06-13,L002
OR00001644,000040,MAT000022,ELEC,P005,136,482.6,65633.6,2023-06-13,L002
OR00001645,000010,MAT000002,CONS,P005,92,134.58,12381.36,2021-12-04,L003
OR00001645,000020,MAT000001,PACK,P005,238,340.36,81005.68,2021-12-04,L003
OR00001645,000030,MAT000028,PACK,P005,55,20.73,1140.15,2021-12-04,L004
OR00001645,000040,MAT000011,CHEM,P005,10,299.35,2993.5,2021-12-04,L002
OR00001646,000010,MAT000008,PACK,P001,94,254.75,23946.5,2023-10-01,L001
OR00001647,000010,MAT000021,ELEC,P002,156,42.47,6625.32,2022-02-09,L001
OR00001648,000010,MAT000026,CHEM,P003,50,227.68,11384.0,2023-12-11,L002
OR00001648,000020,MAT000030,CONS,P003,202,40.08,8096.16,2023-12-11,L003
OR00001648,000030,MAT000002,CONS,P003,129,218.59,28198.11,2023-12-11,L003
OR00001649,000010,MAT000040,CHEM,P005,107,174.59,18681.13,2023-10-26,L002
OR00001649,000020,MAT000037,CHEM,P005,260,71.33,18545.8,2023-10-26,L001
OR00001649,000030,MAT000024,ELEC,P005,135,259.4,35019.0,2023-10-26,L003
OR00001650,000010,MAT000009,ELEC,P005,18,447.64,8057.52,2023-08-20,L002
OR00001650,000020,MAT000024,ELEC,P005,219,200.21,43845.99,2023-08-20,L003
OR00001650,000030,MAT000010,PACK,P005,28,307.08,8598.24,2023-08-20,L002
OR00001651,000010,MAT000010,PACK,P003,12,334.08,4008.96,2021-08-04,L004
OR00001651,000020,MAT000004,PACK,P003,154,313.37,48258.98,2021-08-04,L003
OR00001651,000030,MAT000014,PACK,P003,104,258.88,26923.52,2021-08-04,L002
OR00001652,000010,MAT000006,MECH,P001,226,439.64,99358.64,2022-09-15,L003
OR00001652,000020,MAT000011,CHEM,P001,3,90.57,271.71,2022-09-15,L002
OR00001653,000010,MAT000012,CONS,P002,153,278.08,42546.24,2022-08-04,L001
OR00001654,000010,MAT000002,CONS,P002,119,241.83,28777.77,2022-11-10,L003
OR00001655,000010,MAT000001,PACK,P002,38,391.96,14894.48,2021-12-01,L002
OR00001655,000020,MAT000006,MECH,P002,119,366.28,43587.32,2021-12-01,L002
OR00001655,000030,MAT000036,CHEM,P002,106,356.48,37786.88,2021-12-01,L004
OR00001655,000040,MAT000039,CHEM,P002,22,302.41,6653.02,2021-12-01,L004
OR00001656,000010,MAT000016,CONS,P004,166,17.83,2959.78,2024-05-13,L002
OR00001656,000020,MAT000019,CHEM,P004,132,349.42,46123.44,2024-05-13,L002
OR00001656,000030,MAT000009,ELEC,P004,107,115.78,12388.46,2024-05-13,L001
OR00001656,000040,MAT000008,PACK,P004,77,156.13,12022.01,2024-05-13,L001
OR00001657,000010,MAT000038,PACK,P005,104,154.5,16068.0,2023-04-22,L003
OR00001658,000010,MAT000033,CHEM,P002,33,112.39,3708.87,2022-09-18,L003
OR00001659,000010,MAT000015,ELEC,P005,216,31.65,6836.4,2022-12-14,L003
OR00001659,000020,MAT000028,PACK,P005,295,495.3,146113.5,2022-12-14,L004
OR00001660,000010,MAT000040,CHEM,P001,34,397.63,13519.42,2023-01-27,L004
OR00001661,000010,MAT000011,CHEM,P001,226,128.26,28986.76,2023-05-27,L003
OR00001661,000020,MAT000002,CONS,P001,143,18.77,2684.11,2023-05-27,L004
OR00001662,000010,MAT000030,CONS,P003,22,379.17,8341.74,2023-03-24,L002
OR00001662,000020,MAT000023,CHEM,P003,29,418.45,12135.05,2023-03-24,L004
OR00001662,000030,MAT000010,PACK,P003,165,43.03,7099.95,2023-03-24,L001
OR00001662,000040,MAT000015,ELEC,P003,89,346.56,30843.84,2023-03-24,L004
OR00001663,000010,MAT000026,CHEM,P002,92,144.06,13253.52,2024-04-12,L004
OR00001663,000020,MAT000030,CONS,P002,109,126.55,13793.95,2024-04-12,L002
OR00001663,000030,MAT000002,CONS,P002,177,346.56,61341.12,2024-04-12,L001
OR00001663,000040,MAT000001,PACK,P002,7,372.38,2606.66,2024-04-12,L003
OR00001664,000010,MAT000036,CHEM,P001,94,95.39,8966.66,2023-03-09,L003
OR00001665,000010,MAT000035,MECH,P001,73,327.29,23892.17,2024-10-10,L002
OR00001665,000020,MAT000034,CONS,P001,156,367.44,57320.64,2024-10-10,L004
OR00001665,000030,MAT000036,CHEM,P001,57,426.2,24293.4,2024-10-10,L003
OR00001666,000010,MAT000023,CHEM,P002,57,61.59,3510.63,2024-01-10,L004
OR00001666,000020,MAT000021,ELEC,P002,8,460.07,3680.56,2024-01-10,L002
OR00001666,000030,MAT000008,PACK,P002,220,217.04,47748.8,2024-01-10,L002
OR00001667,000010,MAT000016,CONS,P004,3,348.95,1046.85,2022-06-01,L004
OR00001667,000020,MAT000035,MECH,P004,48,261.85,12568.8,2022-06-01,L004
OR00001668,000010,MAT000007,MECH,P003,139,69.48,9657.72,2024-05-01,L004
OR00001668,000020,MAT000026,CHEM,P003,49,169.79,8319.71,2024-05-01,L002
OR00001668,000030,MAT000015,ELEC,P003,144,202.82,29206.08,2024-05-01,L001
OR00001669,000010,MAT000018,CHEM,P003,72,188.09,13542.48,2022-01-21,L002
OR00001670,000010,MAT000005,ELEC,P001,36,196.42,7071.12,2023-12-02,L001
OR00001670,000020,MAT000027,PACK,P001,82,42.68,3499.76,2023-12-02,L002
OR00001670,000030,MAT000035,MECH,P001,158,15.96,2521.68,2023-12-02,L003
OR00001670,000040,MAT000025,CONS,P001,115,317.14,36471.1,2023-12-02,L004
OR00001671,000010,MAT000033,CHEM,P003,135,137.12,18511.2,2022-11-29,L001
OR00001671,000020,MAT000017,PACK,P003,65,400.65,26042.25,2022-11-29,L003
OR00001671,000030,MAT000015,ELEC,P003,243,144.0,34992.0,2022-11-29,L003
OR00001671,000040,MAT000032,PACK,P003,192,208.08,39951.36,2022-11-29,L004
OR00001672,000010,MAT000009,ELEC,P001,127,295.59,37539.93,2024-02-12,L003
OR00001672,000020,MAT000010,PACK,P001,149,54.0,8046.0,2024-02-12,L004
OR00001672,000030,MAT000032,PACK,P001,219,107.79,23606.01,2024-02-12,L002
OR00001672,000040,MAT000015,ELEC,P001,129,394.12,50841.48,2024-02-12,L001
OR00001673,000010,MAT000017,PACK,P003,217,288.93,62697.81,2024-01-30,L004
OR00001673,000020,MAT000002,CONS,P003,204,183.55,37444.2,2024-01-30,L001
OR00001674,000010,MAT000034,CONS,P002,85,374.03,31792.55,2023-11-20,L004
OR00001674,000020,MAT000017,PACK,P002,135,347.06,46853.1,2023-11-20,L002
OR00001674,000030,MAT000036,CHEM,P002,204,168.71,34416.84,2023-11-20,L003
OR00001675,000010,MAT000028,PACK,P003,57,490.58,27963.06,2023-11-03,L004
OR00001675,000020,MAT000037,CHEM,P003,270,180.1,48627.0,2023-11-03,L004
OR00001675,000030,MAT000022,ELEC,P003,47,88.44,4156.68,2023-11-03,L001
OR00001675,000040,MAT000019,CHEM,P003,4,483.59,1934.36,2023-11-03,L001
OR00001676,000010,MAT000021,ELEC,P002,55,63.18,3474.9,2022-09-17,L004
OR00001676,000020,MAT000038,PACK,P002,161,117.84,18972.24,2022-09-17,L002
OR00001676,000030,MAT000012,CONS,P002,99,367.48,36380.52,2022-09-17,L004
OR00001677,000010,MAT000009,ELEC,P001,265,145.52,38562.8,2021-11-18,L003
OR00001678,000010,MAT000037,CHEM,P004,85,460.9,39176.5,2022-12-19,L003
OR00001678,000020,MAT000020,ELEC,P004,66,446.06,29439.96,2022-12-19,L002
OR00001678,000030,MAT000036,CHEM,P004,123,388.06,47731.38,2022-12-19,L002
OR00001679,000010,MAT000026,CHEM,P004,121,108.02,13070.42,2022-04-17,L002
OR00001679,000020,MAT000032,PACK,P004,123,192.29,23651.67,2022-04-17,L004
OR00001679,000030,MAT000037,CHEM,P004,180,414.83,74669.4,2022-04-17,L003
OR00001680,000010,MAT000003,MECH,P005,22,468.32,10303.04,2023-08-09,L004
OR00001680,000020,MAT000034,CONS,P005,192,62.42,11984.64,2023-08-09,L004
OR00001680,000030,MAT000039,CHEM,P005,25,466.85,11671.25,2023-08-09,L003
OR00001680,000040,MAT000018,CHEM,P005,62,326.57,20247.34,2023-08-09,L001
OR00001681,000010,MAT000012,CONS,P005,91,407.6,37091.6,2022-10-28,L003
OR00001681,000020,MAT000020,ELEC,P005,222,251.04,55730.88,2022-10-28,L004
OR00001681,000030,MAT000032,PACK,P005,107,420.2,44961.4,2022-10-28,L004
OR00001682,000010,MAT000022,ELEC,P001,42,51.93,2181.06,2024-08-08,L001
OR00001682,000020,MAT000016,CONS,P001,204,386.59,78864.36,2024-08-08,L001
OR00001683,000010,MAT000040,CHEM,P002,83,208.91,17339.53,2023-06-26,L001
OR00001684,000010,MAT000037,CHEM,P005,136,157.18,21376.48,2023-12-07,L002
OR00001684,000020,MAT000024,ELEC,P005,43,5.58,239.94,2023-12-07,L001
OR00001685,000010,MAT000016,CONS,P004,126,35.08,4420.08,2022-02-16,L004
OR00001686,000010,MAT000037,CHEM,P005,117,254.78,29809.26,2024-01-22,L002
OR00001687,000010,MAT000040,CHEM,P004,73,240.01,17520.73,2024-04-18,L003
OR00001687,000020,MAT000027,PACK,P004,198,406.98,80582.04,2024-04-18,L004
OR00001688,000010,MAT000006,MECH,P004,42,226.14,9497.88,2023-03-01,L003
OR00001688,000020,MAT000039,CHEM,P004,126,178.26,22460.76,2023-03-01,L001
OR00001688,000030,MAT000033,CHEM,P004,46,383.53,17642.38,2023-03-01,L002
OR00001689,000010,MAT000014,PACK,P002,37,197.53,7308.61,2023-05-31,L003
OR00001690,000010,MAT000030,CONS,P002,299,132.67,39668.33,2023-10-10,L001
OR00001691,000010,MAT000010,PACK,P002,115,241.92,27820.8,2022-04-18,L001
OR00001691,000020,MAT000018,CHEM,P002,30,281.2,8436.0,2022-04-18,L004
OR00001692,000010,MAT000027,PACK,P005,34,119.12,4050.08,2023-03-13,L003
OR00001692,000020,MAT000039,CHEM,P005,29,472.12,13691.48,2023-03-13,L004
OR00001692,000030,MAT000014,PACK,P005,45,386.54,17394.3,2023-03-13,L002
OR00001692,000040,MAT000013,CONS,P005,102,394.33,40221.66,2023-03-13,L002
OR00001693,000010,MAT000015,ELEC,P002,89,413.15,36770.35,2022-12-16,L001
OR00001694,000010,MAT000017,PACK,P005,58,10.51,609.58,2022-03-09,L002
OR00001694,000020,MAT000003,MECH,P005,43,382.02,16426.86,2022-03-09,L001
OR00001695,000010,MAT000009,ELEC,P005,137,445.97,61097.89,2022-11-17,L001
OR00001696,000010,MAT000008,PACK,P004,218,272.48,59400.64,2021-10-23,L004
OR00001696,000020,MAT000031,MECH,P004,100,354.48,35448.0,2021-10-23,L003
OR00001696,000030,MAT000027,PACK,P004,119,347.12,41307.28,2021-10-23,L001
OR00001697,000010,MAT000028,PACK,P004,5,358.08,1790.4,2021-07-01,L004
OR00001697,000020,MAT000019,CHEM,P004,40,495.45,19818.0,2021-07-01,L004
OR00001698,000010,MAT000034,CONS,P005,57,288.22,16428.54,2022-02-20,L002
OR00001698,000020,MAT000036,CHEM,P005,152,455.54,69242.08,2022-02-20,L004
OR00001699,000010,MAT000016,CONS,P002,27,257.36,6948.72,2024-07-06,L004
OR00001700,000010,MAT000022,ELEC,P003,99,439.09,43469.91,2023-04-19,L004
OR00001700,000020,MAT000001,PACK,P003,175,23.23,4065.25,2023-04-19,L004
OR00001701,000010,MAT000016,CONS,P003,75,49.07,3680.25,2024-07-13,L001
OR00001701,000020,MAT000010,PACK,P003,45,96.67,4350.15,2024-07-13,L002
OR00001701,000030,MAT000036,CHEM,P003,86,80.59,6930.74,2024-07-13,L003
OR00001701,000040,MAT000038,PACK,P003,70,203.22,14225.4,2024-07-13,L004
OR00001702,000010,MAT000040,CHEM,P002,59,280.38,16542.42,2023-01-14,L003
OR00001702,000020,MAT000022,ELEC,P002,92,146.57,13484.44,2023-01-14,L003
OR00001702,000030,MAT000039,CHEM,P002,124,328.19,40695.56,2023-01-14,L002
OR00001703,000010,MAT000010,PACK,P004,216,12.77,2758.32,2022-09-24,L002
OR00001704,000010,MAT000023,CHEM,P002,188,106.42,20006.96,2023-03-16,L002
OR00001704,000020,MAT000025,CONS,P002,51,106.23,5417.73,2023-03-16,L004
OR00001705,000010,MAT000001,PACK,P005,9,154.67,1392.03,2023-01-20,L004
OR00001705,000020,MAT000007,MECH,P005,110,364.99,40148.9,2023-01-20,L004
OR00001705,000030,MAT000038,PACK,P005,64,374.21,23949.44,2023-01-20,L004
OR00001705,000040,MAT000008,PACK,P005,73,378.95,27663.35,2023-01-20,L002
OR00001706,000010,MAT000031,MECH,P005,124,394.51,48919.24,2022-01-03,L001
OR00001707,000010,MAT000036,CHEM,P002,52,247.97,12894.44,2023-06-26,L002
OR00001707,000020,MAT000007,MECH,P002,125,220.49,27561.25,2023-06-26,L003
OR00001707,000030,MAT000001,PACK,P002,57,397.42,22652.94,2023-06-26,L002
OR00001708,000010,MAT000033,CHEM,P004,6,197.55,1185.3,2022-06-10,L003
OR00001708,000020,MAT000037,CHEM,P004,17,224.04,3808.68,2022-06-10,L003
